 Station   DBKEY   Date   Value   Qualifer   RevisionDate   
G-580A   LP651   06-JUL-1986   2.97  Y  12-DEC-2002   
G-580A   LP651   07-JUL-1986   2.94  Y  12-DEC-2002   
G-580A   LP651   08-JUL-1986   3.01  Y  12-DEC-2002   
G-580A   LP651   09-JUL-1986   3.05  Y  12-DEC-2002   
G-580A   LP651   10-JUL-1986   3.06  Y  12-DEC-2002   
G-580A   LP651   11-JUL-1986   3.06  Y  12-DEC-2002   
G-580A   LP651   12-JUL-1986   3.06  Y  12-DEC-2002   
G-580A   LP651   13-JUL-1986   3.04  Y  12-DEC-2002   
G-580A   LP651   14-JUL-1986   3.04  Y  12-DEC-2002   
G-580A   LP651   15-JUL-1986   3.03  Y  12-DEC-2002   
G-580A   LP651   16-JUL-1986   2.98  Y  12-DEC-2002   
G-580A   LP651   17-JUL-1986   2.94  Y  12-DEC-2002   
G-580A   LP651   18-JUL-1986   2.87  Y  12-DEC-2002   
G-580A   LP651   19-JUL-1986   2.80  Y  12-DEC-2002   
G-580A   LP651   20-JUL-1986   2.75  Y  12-DEC-2002   
G-580A   LP651   21-JUL-1986   2.70  Y  12-DEC-2002   
G-580A   LP651   22-JUL-1986   2.66  Y  12-DEC-2002   
G-580A   LP651   23-JUL-1986   2.64  Y  12-DEC-2002   
G-580A   LP651   24-JUL-1986   2.62  Y  12-DEC-2002   
G-580A   LP651   25-JUL-1986   2.59  Y  12-DEC-2002   
G-580A   LP651   26-JUL-1986   2.61  Y  12-DEC-2002   
G-580A   LP651   27-JUL-1986   2.64  Y  12-DEC-2002   
G-580A   LP651   28-JUL-1986   2.69  Y  12-DEC-2002   
G-580A   LP651   29-JUL-1986   2.72  Y  12-DEC-2002   
G-580A   LP651   30-JUL-1986   2.73  Y  12-DEC-2002   
G-580A   LP651   31-JUL-1986   2.73  Y  12-DEC-2002   
G-580A   LP651   01-AUG-1986   2.70  Y  12-DEC-2002   
G-580A   LP651   02-AUG-1986   2.67  Y  12-DEC-2002   
G-580A   LP651   03-AUG-1986   2.64  Y  12-DEC-2002   
G-580A   LP651   04-AUG-1986   2.62  Y  12-DEC-2002   
G-580A   LP651   05-AUG-1986   2.60  Y  12-DEC-2002   
G-580A   LP651   06-AUG-1986   2.56  Y  12-DEC-2002   
G-580A   LP651   07-AUG-1986   2.54  Y  12-DEC-2002  
G-580A   LP651   08-AUG-1986   2.51  Y  12-DEC-2002  
G-580A   LP651   09-AUG-1986   2.48  Y  12-DEC-2002   
G-580A   LP651   10-AUG-1986   2.46  Y  12-DEC-2002   
G-580A   LP651   11-AUG-1986   2.47  Y  12-DEC-2002   
G-580A   LP651   12-AUG-1986   2.57  Y  12-DEC-2002   
G-580A   LP651   13-AUG-1986   2.60  Y  12-DEC-2002   
G-580A   LP651   14-AUG-1986   2.62  Y  12-DEC-2002   
G-580A   LP651   15-AUG-1986   2.67  Y  12-DEC-2002   
G-580A   LP651   16-AUG-1986   2.71  Y  12-DEC-2002   
G-580A   LP651   17-AUG-1986   2.76  Y  12-DEC-2002   
G-580A   LP651   18-AUG-1986   2.87  Y  12-DEC-2002   
G-580A   LP651   19-AUG-1986   2.94  Y  12-DEC-2002   
G-580A   LP651   20-AUG-1986   2.97  Y  12-DEC-2002   
G-580A   LP651   21-AUG-1986   2.97  Y  12-DEC-2002   
G-580A   LP651   22-AUG-1986   2.97  Y  12-DEC-2002   
G-580A   LP651   23-AUG-1986   2.96  Y  12-DEC-2002   
G-580A   LP651   24-AUG-1986   2.95  Y  12-DEC-2002   
G-580A   LP651   25-AUG-1986   2.94  Y  12-DEC-2002   
G-580A   LP651   26-AUG-1986   2.93  Y  12-DEC-2002   
G-580A   LP651   27-AUG-1986   2.92  Y  12-DEC-2002   
G-580A   LP651   28-AUG-1986   2.89  Y  12-DEC-2002   
G-580A   LP651   29-AUG-1986   2.86  Y  12-DEC-2002   
G-580A   LP651   30-AUG-1986   2.84  Y  12-DEC-2002   
G-580A   LP651   31-AUG-1986   2.79  Y  12-DEC-2002   
G-580A   LP651   01-SEP-1986   2.79  Y  12-DEC-2002   
G-580A   LP651   02-SEP-1986   2.78  Y  12-DEC-2002   
G-580A   LP651   03-SEP-1986   2.76  Y  12-DEC-2002   
G-580A   LP651   04-SEP-1986   2.74  Y  12-DEC-2002   
G-580A   LP651   05-SEP-1986   2.74  Y  12-DEC-2002   
G-580A   LP651   06-SEP-1986   2.74  Y  12-DEC-2002   
G-580A   LP651   07-SEP-1986   2.77  Y  12-DEC-2002   
G-580A   LP651   08-SEP-1986   2.97  Y  12-DEC-2002   
G-580A   LP651   09-SEP-1986   3.04  Y  12-DEC-2002   
G-580A   LP651   10-SEP-1986   3.05  Y  12-DEC-2002   
G-580A   LP651   11-SEP-1986   3.05  Y  12-DEC-2002   
G-580A   LP651   12-SEP-1986   3.02  Y  12-DEC-2002   
G-580A   LP651   13-SEP-1986   2.96  Y  12-DEC-2002   
G-580A   LP651   14-SEP-1986   2.90  Y  12-DEC-2002   
G-580A   LP651   15-SEP-1986   2.84  Y  12-DEC-2002   
G-580A   LP651   16-SEP-1986   2.76  Y  12-DEC-2002   
G-580A   LP651   17-SEP-1986   2.72  Y  12-DEC-2002   
G-580A   LP651   18-SEP-1986   2.76  Y  12-DEC-2002   
G-580A   LP651   19-SEP-1986   2.77  Y  12-DEC-2002   
G-580A   LP651   20-SEP-1986   2.77  Y  12-DEC-2002   
G-580A   LP651   21-SEP-1986   2.77  Y  12-DEC-2002   
G-580A   LP651   22-SEP-1986   2.77  Y  12-DEC-2002   
G-580A   LP651   23-SEP-1986   2.87  Y  12-DEC-2002   
G-580A   LP651   24-SEP-1986   2.91  Y  12-DEC-2002   
G-580A   LP651   25-SEP-1986   2.93  Y  12-DEC-2002   
G-580A   LP651   26-SEP-1986   2.93  Y  12-DEC-2002   
G-580A   LP651   27-SEP-1986   2.90  Y  12-DEC-2002   
G-580A   LP651   28-SEP-1986   2.88  Y  12-DEC-2002   
G-580A   LP651   29-SEP-1986   2.85  Y  12-DEC-2002   
G-580A   LP651   30-SEP-1986   2.81  Y  12-DEC-2002   
G-580A   LP651   01-OCT-1986   2.77  Y  12-DEC-2002   
G-580A   LP651   02-OCT-1986   2.74  Y  12-DEC-2002   
G-580A   LP651   03-OCT-1986   2.71  Y  12-DEC-2002   
G-580A   LP651   04-OCT-1986   2.68  Y  12-DEC-2002   
G-580A   LP651   05-OCT-1986   2.65  Y  12-DEC-2002   
G-580A   LP651   06-OCT-1986   2.62  Y  12-DEC-2002   
G-580A   LP651   07-OCT-1986   2.59  Y  12-DEC-2002   
G-580A   LP651   08-OCT-1986   2.57  Y  12-DEC-2002   
G-580A   LP651   09-OCT-1986   2.55  Y  12-DEC-2002   
G-580A   LP651   10-OCT-1986   2.52  Y  12-DEC-2002   
G-580A   LP651   11-OCT-1986   2.49  Y  12-DEC-2002   
G-580A   LP651   12-OCT-1986   2.47  Y  12-DEC-2002   
G-580A   LP651   13-OCT-1986   2.45  Y  12-DEC-2002   
G-580A   LP651   14-OCT-1986   2.45  Y  12-DEC-2002   
G-580A   LP651   15-OCT-1986   2.48  Y  12-DEC-2002   
G-580A   LP651   16-OCT-1986   2.53  Y  12-DEC-2002   
G-580A   LP651   17-OCT-1986   2.55  Y  12-DEC-2002   
G-580A   LP651   18-OCT-1986   2.56  Y  12-DEC-2002   
G-580A   LP651   19-OCT-1986   2.56  Y  12-DEC-2002   
G-580A   LP651   20-OCT-1986   2.57  Y  12-DEC-2002   
G-580A   LP651   21-OCT-1986   2.58  Y  12-DEC-2002   
G-580A   LP651   22-OCT-1986   2.59  Y  12-DEC-2002   
G-580A   LP651   23-OCT-1986   2.59  Y  12-DEC-2002   
G-580A   LP651   24-OCT-1986   2.59  Y  12-DEC-2002   
G-580A   LP651   25-OCT-1986   2.57  Y  12-DEC-2002   
G-580A   LP651   26-OCT-1986   2.54  Y  12-DEC-2002   
G-580A   LP651   27-OCT-1986   2.50  Y  12-DEC-2002   
G-580A   LP651   28-OCT-1986   2.47  Y  12-DEC-2002   
G-580A   LP651   29-OCT-1986   2.44  Y  12-DEC-2002   
G-580A   LP651   30-OCT-1986   2.43  Y  12-DEC-2002   
G-580A   LP651   31-OCT-1986   2.42  Y  12-DEC-2002   
G-580A   LP651   01-NOV-1986   2.42  Y  12-DEC-2002   
G-580A   LP651   02-NOV-1986   2.42  Y  12-DEC-2002   
G-580A   LP651   03-NOV-1986   2.41  Y  12-DEC-2002   
G-580A   LP651   04-NOV-1986   2.43  Y  12-DEC-2002   
G-580A   LP651   05-NOV-1986   2.44  Y  12-DEC-2002   
G-580A   LP651   06-NOV-1986   2.45  Y  12-DEC-2002   
G-580A   LP651   07-NOV-1986   2.44  Y  12-DEC-2002   
G-580A   LP651   08-NOV-1986   2.43  Y  12-DEC-2002   
G-580A   LP651   09-NOV-1986   2.42  Y  12-DEC-2002   
G-580A   LP651   10-NOV-1986   2.42  Y  12-DEC-2002  
G-580A   LP651   11-NOV-1986   2.41  Y  12-DEC-2002   
G-580A   LP651   12-NOV-1986   2.40  Y  12-DEC-2002   
G-580A   LP651   13-NOV-1986   2.40  Y  12-DEC-2002   
G-580A   LP651   14-NOV-1986   2.40  Y  12-DEC-2002   
G-580A   LP651   15-NOV-1986   2.44  Y  12-DEC-2002   
G-580A   LP651   16-NOV-1986   2.46  Y  12-DEC-2002   
G-580A   LP651   17-NOV-1986   2.47  Y  12-DEC-2002   
G-580A   LP651   18-NOV-1986   2.48  Y  12-DEC-2002   
G-580A   LP651   19-NOV-1986   2.47  Y  12-DEC-2002   
G-580A   LP651   20-NOV-1986   2.46  Y  12-DEC-2002   
G-580A   LP651   21-NOV-1986   2.44  Y  12-DEC-2002   
G-580A   LP651   22-NOV-1986   2.43  Y  12-DEC-2002   
G-580A   LP651   23-NOV-1986   2.45  Y  12-DEC-2002   
G-580A   LP651   24-NOV-1986   2.46  Y  12-DEC-2002   
G-580A   LP651   25-NOV-1986   2.47  Y  12-DEC-2002   
G-580A   LP651   26-NOV-1986   2.46  Y  12-DEC-2002   
G-580A   LP651   27-NOV-1986   2.44  Y  12-DEC-2002   
G-580A   LP651   28-NOV-1986   2.43  Y  12-DEC-2002   
G-580A   LP651   29-NOV-1986   2.49  Y  12-DEC-2002   
G-580A   LP651   30-NOV-1986   2.52  Y  12-DEC-2002   
G-580A   LP651   01-DEC-1986   2.54  Y  12-DEC-2002   
G-580A   LP651   02-DEC-1986   2.57  Y  12-DEC-2002   
G-580A   LP651   03-DEC-1986   2.61  Y  12-DEC-2002   
G-580A   LP651   04-DEC-1986   2.61  Y  12-DEC-2002   
G-580A   LP651   05-DEC-1986   2.63  Y  12-DEC-2002   
G-580A   LP651   06-DEC-1986   2.70  Y  12-DEC-2002   
G-580A   LP651   07-DEC-1986   2.73  Y  12-DEC-2002   
G-580A   LP651   08-DEC-1986   2.75  Y  12-DEC-2002   
G-580A   LP651   09-DEC-1986   2.75  Y  12-DEC-2002   
G-580A   LP651   10-DEC-1986   2.74  Y  12-DEC-2002   
G-580A   LP651   11-DEC-1986   2.73  Y  12-DEC-2002   
G-580A   LP651   12-DEC-1986   2.71  Y  12-DEC-2002   
G-580A   LP651   13-DEC-1986   2.67  Y  12-DEC-2002   
G-580A   LP651   14-DEC-1986   2.64  Y  12-DEC-2002   
G-580A   LP651   15-DEC-1986   2.62  Y  12-DEC-2002   
G-580A   LP651   16-DEC-1986   2.62  Y  12-DEC-2002   
G-580A   LP651   17-DEC-1986   2.61  Y  12-DEC-2002   
G-580A   LP651   18-DEC-1986   2.59  Y  12-DEC-2002   
G-580A   LP651   19-DEC-1986   2.57  Y  12-DEC-2002   
G-580A   LP651   20-DEC-1986   2.56  Y  12-DEC-2002   
G-580A   LP651   21-DEC-1986   2.54  Y  12-DEC-2002   
G-580A   LP651   22-DEC-1986   2.52  Y  12-DEC-2002   
G-580A   LP651   23-DEC-1986   2.52  Y  12-DEC-2002   
G-580A   LP651   24-DEC-1986   2.53  Y  12-DEC-2002   
G-580A   LP651   25-DEC-1986   2.54  Y  12-DEC-2002   
G-580A   LP651   26-DEC-1986   2.56  Y  12-DEC-2002   
G-580A   LP651   27-DEC-1986   2.57  Y  12-DEC-2002   
G-580A   LP651   28-DEC-1986   2.58  Y  12-DEC-2002   
G-580A   LP651   29-DEC-1986   2.59  Y  12-DEC-2002   
G-580A   LP651   30-DEC-1986   2.59  Y  12-DEC-2002   
G-580A   LP651   31-DEC-1986   2.85  Y  12-DEC-2002   
G-580A   LP651   01-JAN-1987   3.23  Y  12-DEC-2002   
G-580A   LP651   02-JAN-1987   3.29  Y  12-DEC-2002   
G-580A   LP651   03-JAN-1987   3.29  Y  12-DEC-2002   
G-580A   LP651   04-JAN-1987   3.28  Y  12-DEC-2002   
G-580A   LP651   05-JAN-1987   3.29  Y  12-DEC-2002   
G-580A   LP651   06-JAN-1987   3.28  Y  12-DEC-2002   
G-580A   LP651   07-JAN-1987   3.25  Y  12-DEC-2002   
G-580A   LP651   08-JAN-1987   3.21  Y  12-DEC-2002   
G-580A   LP651   09-JAN-1987   3.16  Y  12-DEC-2002   
G-580A   LP651   10-JAN-1987   3.11  Y  12-DEC-2002   
G-580A   LP651   11-JAN-1987   3.04  Y  12-DEC-2002   
G-580A   LP651   12-JAN-1987   2.97  Y  12-DEC-2002   
G-580A   LP651   13-JAN-1987   2.90  Y  12-DEC-2002   
G-580A   LP651   14-JAN-1987   2.85  Y  12-DEC-2002   
G-580A   LP651   15-JAN-1987   2.81  Y  12-DEC-2002   
G-580A   LP651   16-JAN-1987   2.78  Y  12-DEC-2002   
G-580A   LP651   17-JAN-1987   2.73  Y  12-DEC-2002   
G-580A   LP651   18-JAN-1987   2.69  Y  12-DEC-2002   
G-580A   LP651   19-JAN-1987   2.64  Y  12-DEC-2002   
G-580A   LP651   20-JAN-1987   2.62  Y  12-DEC-2002   
G-580A   LP651   21-JAN-1987   2.58  Y  12-DEC-2002   
G-580A   LP651   22-JAN-1987   2.56  Y  12-DEC-2002   
G-580A   LP651   23-JAN-1987   2.55  Y  12-DEC-2002   
G-580A   LP651   24-JAN-1987   2.53  Y  12-DEC-2002   
G-580A   LP651   25-JAN-1987   2.52  Y  12-DEC-2002   
G-580A   LP651   26-JAN-1987   2.51  Y  12-DEC-2002   
G-580A   LP651   27-JAN-1987   2.49  Y  12-DEC-2002   
G-580A   LP651   28-JAN-1987   2.46  Y  12-DEC-2002   
G-580A   LP651   29-JAN-1987   2.43  Y  12-DEC-2002   
G-580A   LP651   30-JAN-1987   2.42  Y  12-DEC-2002   
G-580A   LP651   31-JAN-1987   2.37  Y  12-DEC-2002   
G-580A   LP651   01-FEB-1987   2.34  Y  12-DEC-2002   
G-580A   LP651   02-FEB-1987   2.31  Y  12-DEC-2002   
G-580A   LP651   03-FEB-1987   2.30  Y  12-DEC-2002   
G-580A   LP651   04-FEB-1987   2.29  Y  12-DEC-2002   
G-580A   LP651   05-FEB-1987   2.26  Y  12-DEC-2002   
G-580A   LP651   06-FEB-1987   2.26  Y  12-DEC-2002   
G-580A   LP651   07-FEB-1987   2.27  Y  12-DEC-2002   
G-580A   LP651   08-FEB-1987   2.28  Y  12-DEC-2002   
G-580A   LP651   09-FEB-1987   2.28  Y  12-DEC-2002   
G-580A   LP651   10-FEB-1987   2.27  Y  12-DEC-2002   
G-580A   LP651   11-FEB-1987   2.25  Y  12-DEC-2002   
G-580A   LP651   12-FEB-1987   2.23  Y  12-DEC-2002   
G-580A   LP651   13-FEB-1987   2.22  Y  12-DEC-2002   
G-580A   LP651   14-FEB-1987   2.21  Y  12-DEC-2002   
G-580A   LP651   15-FEB-1987   2.20  Y  12-DEC-2002   
G-580A   LP651   16-FEB-1987   2.22  Y  12-DEC-2002   
G-580A   LP651   17-FEB-1987   2.22  Y  12-DEC-2002   
G-580A   LP651   18-FEB-1987   2.23  Y  12-DEC-2002   
G-580A   LP651   19-FEB-1987   2.23  Y  12-DEC-2002   
G-580A   LP651   20-FEB-1987   2.23  Y  12-DEC-2002   
G-580A   LP651   21-FEB-1987   2.21  Y  12-DEC-2002   
G-580A   LP651   22-FEB-1987   2.18  Y  12-DEC-2002   
G-580A   LP651   23-FEB-1987   2.16  Y  12-DEC-2002   
G-580A   LP651   24-FEB-1987   2.16  Y  12-DEC-2002   
G-580A   LP651   25-FEB-1987   2.16  Y  12-DEC-2002   
G-580A   LP651   26-FEB-1987   2.18  Y  12-DEC-2002   
G-580A   LP651   27-FEB-1987   2.18  Y  12-DEC-2002   
G-580A   LP651   28-FEB-1987   2.18  Y  12-DEC-2002   
G-580A   LP651   01-MAR-1987   2.18  Y  12-DEC-2002   
G-580A   LP651   02-MAR-1987   2.22  Y  12-DEC-2002   
G-580A   LP651   03-MAR-1987   2.26  Y  12-DEC-2002   
G-580A   LP651   04-MAR-1987   2.31  Y  12-DEC-2002   
G-580A   LP651   05-MAR-1987   2.32  Y  12-DEC-2002   
G-580A   LP651   06-MAR-1987   2.35  Y  12-DEC-2002   
G-580A   LP651   07-MAR-1987   2.76  Y  12-DEC-2002   
G-580A   LP651   08-MAR-1987   2.87  Y  12-DEC-2002   
G-580A   LP651   09-MAR-1987   2.89  Y  12-DEC-2002   
G-580A   LP651   10-MAR-1987   2.89  Y  12-DEC-2002   
G-580A   LP651   11-MAR-1987   2.87  Y  12-DEC-2002   
G-580A   LP651   12-MAR-1987   2.83  Y  12-DEC-2002   
G-580A   LP651   13-MAR-1987   2.80  Y  12-DEC-2002   
G-580A   LP651   14-MAR-1987   2.76  Y  12-DEC-2002   
G-580A   LP651   15-MAR-1987   2.73  Y  12-DEC-2002   
G-580A   LP651   16-MAR-1987   2.72  Y  12-DEC-2002   
G-580A   LP651   17-MAR-1987   2.71  Y  12-DEC-2002   
G-580A   LP651   18-MAR-1987   2.69  Y  12-DEC-2002   
G-580A   LP651   19-MAR-1987   2.67  Y  12-DEC-2002   
G-580A   LP651   20-MAR-1987   2.66  Y  12-DEC-2002   
G-580A   LP651   21-MAR-1987   2.64  Y  12-DEC-2002   
G-580A   LP651   22-MAR-1987   2.60  Y  12-DEC-2002   
G-580A   LP651   23-MAR-1987   2.57  Y  12-DEC-2002   
G-580A   LP651   24-MAR-1987   2.62  Y  12-DEC-2002   
G-580A   LP651   25-MAR-1987   2.67  Y  12-DEC-2002   
G-580A   LP651   26-MAR-1987   2.68  Y  12-DEC-2002   
G-580A   LP651   27-MAR-1987   2.67  Y  12-DEC-2002   
G-580A   LP651   28-MAR-1987   2.67  Y  12-DEC-2002   
G-580A   LP651   29-MAR-1987   2.66  Y  12-DEC-2002   
G-580A   LP651   30-MAR-1987   2.64  Y  12-DEC-2002   
G-580A   LP651   31-MAR-1987   2.64  Y  12-DEC-2002   
G-580A   LP651   01-APR-1987   2.64  Y  12-DEC-2002   
G-580A   LP651   02-APR-1987   2.63  Y  12-DEC-2002   
G-580A   LP651   03-APR-1987   2.61  Y  12-DEC-2002   
G-580A   LP651   04-APR-1987   2.59  Y  12-DEC-2002   
G-580A   LP651   05-APR-1987   2.55  Y  12-DEC-2002   
G-580A   LP651   06-APR-1987   2.53  Y  12-DEC-2002   
G-580A   LP651   07-APR-1987   2.51  Y  12-DEC-2002   
G-580A   LP651   08-APR-1987   2.50  Y  12-DEC-2002   
G-580A   LP651   09-APR-1987   2.50  Y  12-DEC-2002   
G-580A   LP651   10-APR-1987   2.49  Y  12-DEC-2002   
G-580A   LP651   11-APR-1987   2.43  Y  12-DEC-2002   
G-580A   LP651   12-APR-1987   2.40  Y  12-DEC-2002   
G-580A   LP651   13-APR-1987   2.40  Y  12-DEC-2002   
G-580A   LP651   14-APR-1987   2.25  Y  12-DEC-2002   
G-580A   LP651   15-APR-1987   2.23  Y  12-DEC-2002   
G-580A   LP651   16-APR-1987   2.23  Y  12-DEC-2002   
G-580A   LP651   17-APR-1987   2.22  Y  12-DEC-2002   
G-580A   LP651   18-APR-1987   2.20  Y  12-DEC-2002   
G-580A   LP651   19-APR-1987   2.18  Y  12-DEC-2002   
G-580A   LP651   20-APR-1987   2.15  Y  12-DEC-2002   
G-580A   LP651   21-APR-1987   2.13  Y  12-DEC-2002   
G-580A   LP651   22-APR-1987   2.12  Y  12-DEC-2002   
G-580A   LP651   23-APR-1987   2.10  Y  12-DEC-2002   
G-580A   LP651   24-APR-1987   2.08  Y  12-DEC-2002   
G-580A   LP651   25-APR-1987   2.06  Y  12-DEC-2002   
G-580A   LP651   26-APR-1987   2.03  Y  12-DEC-2002   
G-580A   LP651   27-APR-1987   2.01  Y  12-DEC-2002   
G-580A   LP651   28-APR-1987   2.00  Y  12-DEC-2002   
G-580A   LP651   29-APR-1987   1.98  Y  12-DEC-2002   
G-580A   LP651   30-APR-1987   1.98  Y  12-DEC-2002   
G-580A   LP651   01-MAY-1987   1.96  Y  12-DEC-2002  
G-580A   LP651   02-MAY-1987   1.94  Y  12-DEC-2002   
G-580A   LP651   03-MAY-1987   1.92  Y  12-DEC-2002   
G-580A   LP651   04-MAY-1987   1.89  Y  12-DEC-2002   
G-580A   LP651   05-MAY-1987   1.86  Y  12-DEC-2002   
G-580A   LP651   06-MAY-1987   1.83  Y  12-DEC-2002  
G-580A   LP651   07-MAY-1987   1.82  Y  12-DEC-2002   
G-580A   LP651   08-MAY-1987   1.81  Y  12-DEC-2002  
G-580A   LP651   09-MAY-1987   1.82  Y  12-DEC-2002  
G-580A   LP651   10-MAY-1987   1.86  Y  12-DEC-2002   
G-580A   LP651   11-MAY-1987   2.24  Y  12-DEC-2002   
G-580A   LP651   12-MAY-1987   2.74  Y  12-DEC-2002   
G-580A   LP651   13-MAY-1987   2.93  Y  12-DEC-2002   
G-580A   LP651   14-MAY-1987   3.07  Y  12-DEC-2002   
G-580A   LP651   15-MAY-1987   3.07  Y  12-DEC-2002   
G-580A   LP651   16-MAY-1987   3.02  Y  12-DEC-2002  
G-580A   LP651   17-MAY-1987   2.92  Y  12-DEC-2002 
G-580A   LP651   18-MAY-1987   2.87  Y  12-DEC-2002 
G-580A   LP651   19-MAY-1987   2.79  Y  12-DEC-2002  
G-580A   LP651   20-MAY-1987   2.72  Y  12-DEC-2002   
G-580A   LP651   21-MAY-1987   2.66  Y  12-DEC-2002   
G-580A   LP651   22-MAY-1987   2.65  Y  12-DEC-2002   
G-580A   LP651   23-MAY-1987   2.64  Y  12-DEC-2002   
G-580A   LP651   24-MAY-1987   2.63  Y  12-DEC-2002   
G-580A   LP651   25-MAY-1987   2.62  Y  12-DEC-2002   
G-580A   LP651   26-MAY-1987   2.59  Y  12-DEC-2002   
G-580A   LP651   27-MAY-1987   2.57  Y  12-DEC-2002   
G-580A   LP651   28-MAY-1987   2.55  Y  12-DEC-2002   
G-580A   LP651   29-MAY-1987   2.54  Y  12-DEC-2002   
G-580A   LP651   30-MAY-1987   2.53  Y  12-DEC-2002  
G-580A   LP651   31-MAY-1987   2.52  Y  12-DEC-2002 
G-580A   LP651   01-JUN-1987   2.51  Y  12-DEC-2002
G-580A   LP651   02-JUN-1987   2.51  Y  12-DEC-2002 
G-580A   LP651   03-JUN-1987   2.50  Y  12-DEC-2002   
G-580A   LP651   04-JUN-1987   2.47  Y  12-DEC-2002   
G-580A   LP651   05-JUN-1987   2.43  Y  12-DEC-2002   
G-580A   LP651   06-JUN-1987   2.36  Y  12-DEC-2002  
G-580A   LP651   07-JUN-1987   2.29  Y  12-DEC-2002  
G-580A   LP651   08-JUN-1987   2.28  Y  12-DEC-2002   
G-580A   LP651   09-JUN-1987   2.29  Y  12-DEC-2002   
G-580A   LP651   10-JUN-1987   2.30  Y  12-DEC-2002   
G-580A   LP651   11-JUN-1987   2.29  Y  12-DEC-2002   
G-580A   LP651   12-JUN-1987   2.27  Y  12-DEC-2002   
G-580A   LP651   13-JUN-1987   2.23  Y  12-DEC-2002   
G-580A   LP651   14-JUN-1987   2.18  Y  12-DEC-2002   
G-580A   LP651   15-JUN-1987   2.13  Y  12-DEC-2002   
G-580A   LP651   16-JUN-1987   2.08  Y  12-DEC-2002  
G-580A   LP651   17-JUN-1987   2.03  Y  12-DEC-2002 
G-580A   LP651   18-JUN-1987   1.98  Y  12-DEC-2002   
G-580A   LP651   19-JUN-1987   1.94  Y  12-DEC-2002   
G-580A   LP651   20-JUN-1987   1.91  Y  12-DEC-2002   
G-580A   LP651   21-JUN-1987   1.87  Y  12-DEC-2002   
G-580A   LP651   22-JUN-1987   1.83  Y  12-DEC-2002   
G-580A   LP651   23-JUN-1987   1.82  Y  12-DEC-2002   
G-580A   LP651   24-JUN-1987   1.79  Y  12-DEC-2002   
G-580A   LP651   25-JUN-1987   1.76  Y  12-DEC-2002   
G-580A   LP651   26-JUN-1987   1.78  Y  12-DEC-2002   
G-580A   LP651   27-JUN-1987   1.91  Y  12-DEC-2002   
G-580A   LP651   28-JUN-1987   2.04  Y  12-DEC-2002   
G-580A   LP651   29-JUN-1987   2.10  Y  12-DEC-2002   
G-580A   LP651   30-JUN-1987   2.16  Y  12-DEC-2002   
G-580A   LP651   01-JUL-1987   2.20  Y  12-DEC-2002   
G-580A   LP651   02-JUL-1987   2.29  Y  12-DEC-2002   
G-580A   LP651   03-JUL-1987   2.33  Y  12-DEC-2002   
G-580A   LP651   04-JUL-1987   2.33  Y  12-DEC-2002  
G-580A   LP651   05-JUL-1987   2.33  Y  12-DEC-2002  
G-580A   LP651   06-JUL-1987   2.31  Y  12-DEC-2002 
G-580A   LP651   07-JUL-1987   2.28  Y  12-DEC-2002
G-580A   LP651   08-JUL-1987   2.26  Y  12-DEC-2002
G-580A   LP651   09-JUL-1987   2.23  Y  12-DEC-2002 
G-580A   LP651   10-JUL-1987   2.21  Y  12-DEC-2002  
G-580A   LP651   11-JUL-1987   2.18  Y  12-DEC-2002   
G-580A   LP651   12-JUL-1987   2.16  Y  12-DEC-2002   
G-580A   LP651   13-JUL-1987   2.12  Y  12-DEC-2002   
G-580A   LP651   14-JUL-1987   2.11  Y  12-DEC-2002   
G-580A   LP651   15-JUL-1987   2.13  Y  12-DEC-2002   
G-580A   LP651   16-JUL-1987   2.17  Y  12-DEC-2002   
G-580A   LP651   17-JUL-1987   2.19  Y  12-DEC-2002   
G-580A   LP651   18-JUL-1987   2.25  Y  12-DEC-2002   
G-580A   LP651   19-JUL-1987   2.32  Y  12-DEC-2002   
G-580A   LP651   20-JUL-1987   2.38  Y  12-DEC-2002   
G-580A   LP651   21-JUL-1987   2.41  Y  12-DEC-2002   
G-580A   LP651   22-JUL-1987   2.44  Y  12-DEC-2002   
G-580A   LP651   23-JUL-1987   2.44  Y  12-DEC-2002   
G-580A   LP651   24-JUL-1987   2.44  Y  12-DEC-2002   
G-580A   LP651   25-JUL-1987   2.41  Y  12-DEC-2002   
G-580A   LP651   26-JUL-1987   2.36  Y  12-DEC-2002   
G-580A   LP651   27-JUL-1987   2.33  Y  12-DEC-2002   
G-580A   LP651   28-JUL-1987   2.31  Y  12-DEC-2002   
G-580A   LP651   29-JUL-1987   2.28  Y  12-DEC-2002   
G-580A   LP651   30-JUL-1987   2.26  Y  12-DEC-2002   
G-580A   LP651   31-JUL-1987   2.23  Y  12-DEC-2002   
G-580A   LP651   01-AUG-1987   2.22  Y  12-DEC-2002   
G-580A   LP651   02-AUG-1987   2.22  Y  12-DEC-2002   
G-580A   LP651   03-AUG-1987   2.18  Y  12-DEC-2002   
G-580A   LP651   04-AUG-1987   2.16  Y  12-DEC-2002   
G-580A   LP651   05-AUG-1987   2.11  Y  12-DEC-2002   
G-580A   LP651   06-AUG-1987   2.09  Y  12-DEC-2002   
G-580A   LP651   07-AUG-1987   2.06  Y  12-DEC-2002   
G-580A   LP651   08-AUG-1987   2.03  Y  12-DEC-2002   
G-580A   LP651   09-AUG-1987   2.06  Y  12-DEC-2002   
